B,H,Q,bf16_status,bf16_tflops,bf16_latency_ms,q8kv8_status,q8kv8_skip_reason,q8kv8_tflops,q8kv8_latency_ms,q8kv8_vs_bf16_tflops
32,524288,2,ok,214.20403284787898,0.08521600067615509,ok,,233.01688757262167,0.07833600044250488,1.0878267998721713
64,2048,2,ok,316.37567751258223,0.11539199948310852,ok,,406.1412248897121,0.08988799899816513,1.2837308736337985
64,4096,2,ok,300.77792901649275,0.12137600034475327,ok,,407.5922585911807,0.08956799656152725,1.355126886882817
64,8192,2,ok,295.4041085371254,0.12358400225639343,ok,,416.6730212863255,0.08761599659919739,1.4105187072371386
64,16384,2,ok,282.109463712222,0.12940800189971924,ok,,388.83800007039673,0.09388799965381622,1.378323133700498
64,32768,2,ok,280.1696321458112,0.1303039938211441,ok,,387.12271933061544,0.09430400282144547,1.3817440397292655
64,65536,2,ok,277.91735360193275,0.1313599944114685,ok,,391.6411478461847,0.09321600198745728,1.4092000473174522
64,131072,2,ok,284.359606282847,0.12838399410247803,ok,,386.20539041413195,0.09452799707651138,1.3581584088633916
64,262144,2,ok,279.41480614549135,0.13065600395202637,ok,,385.94408571784027,0.09459199756383896,1.3812585347280384
64,524288,2,ok,281.4135791478341,0.12972800433635712,ok,,384.38365301229743,0.09497600048780441,1.3659030036015793
128,2048,2,ok,342.0328949522343,0.21347199380397797,ok,,444.34299498809725,0.16432000696659088,1.2991235683636535
128,4096,2,ok,324.1513618578013,0.22524799406528473,ok,,455.1568473644576,0.16041600704193115,1.4041491134136457
128,8192,2,ok,324.2434902759769,0.22518399357795715,ok,,456.34028540000025,0.1599999964237213,1.4073999913200737
128,16384,2,ok,302.9745619193864,0.2409919947385788,ok,,429.6180205019935,0.16995200514793396,1.4180003026666759
128,32768,2,ok,303.7004294074486,0.2404160052537918,ok,,427.92598243911135,0.1706240028142929,1.4090397674907469
128,65536,2,ok,304.6330184791117,0.23968000710010529,ok,,430.5909315105405,0.1695680022239685,1.4134742637560334
128,131072,2,ok,305.53044448199483,0.23897600173950195,ok,,426.88520029787514,0.17103999853134155,1.3971936610822162
128,262144,2,ok,300.6986511520146,0.2428160011768341,ok,,428.64953362389554,0.17033599317073822,1.4255119934249287
128,524288,2,ok,303.6196036630223,0.24048000574111938,ok,,426.4065363649702,0.17123199999332428,1.4044104241642617
256,2048,2,ok,358.5044107461774,0.4073280096054077,ok,,476.2474245343047,0.30662399530410767,1.3284283547392386
256,4096,2,ok,338.73238610475994,0.43110400438308716,ok,,489.11070217222755,0.2985599935054779,1.4439443118998372
256,8192,2,ok,342.21243517698656,0.42671999335289,ok,,491.64001008371866,0.2970240116119385,1.4366515051665223
256,16384,2,ok,318.27331795066806,0.4588159918785095,ok,,458.67955833264136,0.31836798787117004,1.4411498937015388
256,32768,2,ok,318.51767888300964,0.45846399664878845,ok,,458.1729485193795,0.3187200129032135,1.4384537465113976
256,65536,2,ok,320.5086935593594,0.4556159973144531,ok,,460.8566506868104,0.316864013671875,1.4378912645670812
256,131072,2,ok,319.94690061359677,0.4564160108566284,ok,,458.7256341923725,0.31833600997924805,1.4337555179082053
256,262144,2,ok,315.5443803085033,0.4627839922904968,ok,,456.9800410635375,0.3195520043373108,1.4482274747430284
256,524288,2,skipped_memory_limit,,,ok,,455.747798126612,0.32041600346565247,
1,2048,4,ok,16.83266428390089,0.06777600198984146,ok,,17.85257021127274,0.06390400230884552,1.060590879148425
1,4096,4,ok,16.824720540672168,0.06780800223350525,ok,,17.879429848747293,0.06380800157785416,1.0626880729177917
1,8192,4,ok,16.864514411059837,0.06764800101518631,ok,,17.76362008053561,0.0642239972949028,1.0533134632614227
1,16384,4,ok,16.824720540672168,0.06780800223350525,ok,,17.74593590337851,0.06428799778223038,1.0547536798890293
1,32768,4,ok,16.83266428390089,0.06777600198984146,ok,,17.64929888361129,0.06464000046253204,1.0485148747659303
1,65536,4,ok,16.793020403398742,0.0679360032081604,ok,,17.71947555828981,0.06438399851322174,1.0551690602783739
1,131072,4,ok,16.722131834414693,0.0682239979505539,ok,,17.74593590337851,0.06428799778223038,1.0612244945262777
1,262144,4,ok,16.761441331283088,0.06806399673223495,ok,,17.728286901382603,0.06435199826955795,1.0576827225648562
