B,H,Q,random_tflops,shared_template_sim_tflops,independent_seed_sim_tflops,shared_vs_random,independent_vs_random,independent_vs_shared
1,131072,2,8.214650719730855,8.247053550928872,8.319280505267011,1.0039445172172918,1.012736973135674,1.0087579101908468
1,131072,8,31.522178679423465,31.697356255031686,32.09004996204105,1.005557280078568,1.0180149756903787,1.0123888473174172
1,131072,32,121.83369691563284,129.05765106460092,131.343682975844,1.0592935643574084,1.0780571081808066,1.0177132614175566
1,131072,128,224.97547700569518,241.55282480972647,243.69542683841692,1.0736851323738348,1.0832088460567986,1.0088701178732984
1,131072,512,387.5830505441521,421.7207571863986,423.4783510352407,1.088078430143729,1.092613184298676,1.004167672135866
1,131072,1024,428.40806569575795,482.1482938831049,482.4154975910377,1.1254416816361053,1.1260653947015884,1.000554194033916
1,131072,4096,404.516628606707,475.6552423252084,468.90821339242746,1.1758607896133393,1.1591815520847857,0.9858152957595956
1,262144,2,8.252681801158356,8.254787309028305,8.357676456300538,1.0002551301408051,1.0127224892067745,1.0124641790782063
1,262144,8,31.57801998891257,31.78230330877477,32.08995246808112,1.0064691617756252,1.016211671262109,1.0096798887203815
1,262144,32,116.84255494147757,129.34814903281043,130.77616264621497,1.107029447426894,1.1192511385232569,1.0110400776824593
1,262144,128,214.36502921272532,240.48594648512045,241.7056726831538,1.1218525118967704,1.127542461430577,1.0050719229787044
1,262144,512,347.87336728912925,419.2790296727568,420.1469499100266,1.2052633777057153,1.2077583092494355,1.0020700301609342
1,262144,1024,380.6324677250475,479.6168999722248,481.2958357234344,1.2600525195309387,1.2644634300379802,1.0035005767130116
1,262144,4096,371.2120587021356,452.7093469122142,462.79252851328556,1.2195437521480756,1.2467066132801334,1.0222729697759623
1,524288,2,8.18447730166378,8.289626497741317,8.42673108592854,1.012847392961327,1.029599176017693,1.0165392962185424
1,524288,8,31.452654157474413,31.669186863064837,32.133046029792574,1.0068844016948875,1.0216322561813587,1.0146470185272969
1,524288,32,114.08507135000006,129.32032029733261,130.92274669547606,1.1335428795989664,1.147588769908553,1.0123911415813012
1,524288,128,207.12612228677477,239.69971482332252,240.83822937525005,1.1572645312764955,1.162761252498125,1.004749753468696
