B,H,Q,random_tflops,random_latency_ms,sim_tflops,sim_latency_ms,sim_pass_spread,sim_overlap,sim_c4_consecutive,unique_kv,extrapolated,pass_count,sim_vs_random_tflops
4,16384,32,230.89468857661078,0.15811200439929962,249.25732153601393,0.1464639976620674,0.0004370662727812835,0.6015625,0.5751284246575342,51176,False,2,1.0795281739593177
4,16384,128,443.0488023489492,0.3296000063419342,439.805445987863,0.3320320099592209,0.004055997352903518,0.6015625,0.5737256910469668,65404,False,2,0.9926794602673776
4,16384,512,531.2614068192901,1.0994880199432373,529.39120343269,1.1033759713172913,0.003690004148832804,0.6015625,0.5733052531800391,67580,False,2,0.9964796927414751
4,16384,1024,491.8586364702237,2.375135898590088,502.3434393315905,2.3258079290390015,0.0207548416605281,0.6015625,0.5716622011068981,69608,False,2,1.0213166997261856
4,16384,4096,505.8048177986771,9.238592147827148,516.4183134927466,9.048719882965088,0.000456351636804353,0.6015625,0.5664283468765289,81900,False,2,1.0209833819698688
4,32768,2,31.300774520723945,0.07289600372314453,31.917494133345805,0.07148800045251846,0.0053860374972294345,0.5703125,0.475293542074364,11712,False,2,1.019703014448206
4,32768,8,117.71055112393633,0.07753600180149078,129.5549209405716,0.07044799998402596,0.005922596484967846,0.5703125,0.48709637964774954,29356,False,2,1.1006228388495476
4,32768,32,228.44427792702487,0.1598079949617386,240.96546354652116,0.1515040025115013,0.0010565944750648981,0.5703125,0.4898483365949119,73692,False,2,1.0548106773919552
4,32768,128,431.8950215033711,0.3381119966506958,425.70258544592434,0.34304000437259674,0.010691212893284563,0.5703125,0.4978634112035225,124336,False,2,0.9856621730996304
4,32768,512,522.7414989131165,1.117408037185669,515.1789491845087,1.1338239908218384,0.006796502539879512,0.5703125,0.5027118242416829,133092,False,2,0.9855329072891059
4,32768,1024,484.59197644200964,2.410752058029175,499.3606867364356,2.3398079872131348,0.02492419842217175,0.5703125,0.5016449631543543,135144,False,2,1.0304765885784188
4,32768,4096,498.83818549086055,9.367615699768066,505.71640086566083,9.240367889404297,0.008370535540782376,0.5703125,0.49055197280913654,147436,False,2,1.0137884700387
4,65536,2,31.508249197021716,0.07241600006818771,31.924449073470548,0.07147200033068657,0.0022411645414477377,0.50390625,0.4097358121330724,12256,False,2,1.0132092352655435
4,65536,8,117.6134695206718,0.07760000228881836,128.56105469595298,0.07099199667572975,0.0004508600825279263,0.50390625,0.4122431506849315,34636,False,2,1.0930810494741592
4,65536,32,216.85054850313034,0.16835199296474457,232.56632703842723,0.15697599947452545,0.0034715872907651324,0.50390625,0.41065313111545987,101736,False,2,1.0724728558160415
4,65536,128,399.03838208667406,0.3659519851207733,416.1412137635458,0.3509120047092438,0.0012774560201007645,0.50390625,0.41053846624266144,217220,False,2,1.0428601168324627
4,65536,512,479.99187277403394,1.2169280052185059,496.0557552993651,1.1775200366973877,0.0005164450273635879,0.50390625,0.4111089239848337,263664,False,2,1.0334669885814787
4,65536,1024,445.12859708235027,2.6244800090789795,474.03873836152115,2.465119957923889,0.03424967207331697,0.50390625,0.41112660148605673,266204,False,2,1.0649478408456925
