case_id,status,skip_reason,pass_order,pattern,B,H,topk,warmup,repeat,latency_ms_median,latency_ms_p5,latency_ms_p95,latency_ms_mean,latency_ms_std,tflops,pairs,flops,unique_selected_kv,selected_kv_bytes,selected_kv_vs_l2,known_touched_bytes,known_touched_vs_l2,l2_bytes,flush_bytes,setup_alloc_ms,setup_indices_ms,setup_quant_ms,setup_metadata_ms,peak_mem_alloc_bytes,temp_c_before,power_w_before,sm_clock_mhz_before,mem_clock_mhz_before,temp_c_after,power_w_after,sm_clock_mhz_after,mem_clock_mhz_after,seed,timestamp
descending_shared_b8_h65536,ok,,descending,shared,8,65536,2048,5,30,0.03667199984192848,0.03619199991226196,0.040192000567913055,0.03698133379220962,0.001294117244490911,62.219169552658116,16384,2281701376,2048,1343488,0.025625,2523136,0.048125,52428800,268435456,1.9099829951301217,2.615491015603766,16.70578299672343,0.08758399053476751,2106490880,46.0,284.86,1980.0,2619.0,44.0,254.15,1980.0,2619.0,20260810,2026-08-10T11:13:51.458568+00:00
descending_independent_b8_h65536,ok,,descending,independent,8,65536,2048,5,30,0.037856001406908035,0.03721600025892258,0.03843199834227562,0.037942399829626085,0.0006073907519957066,60.273174429448076,16384,2281701376,16384,10747904,0.205,11927552,0.2275,52428800,268435456,1.9099829951301217,2.615491015603766,16.70578299672343,0.08758399053476751,2106490880,46.0,284.86,1980.0,2619.0,44.0,254.15,1980.0,2619.0,20260810,2026-08-10T11:13:51.464054+00:00
descending_shared_b1_h65536,ok,,descending,shared,1,65536,2048,5,30,0.05951999872922897,0.04630399867892265,0.09641599655151367,0.0631637333581845,0.01570867549679565,4.791879672200635,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,2.820633992087096,2.703908976400271,5.019356001866981,0.3083759802393615,499503104,44.0,236.85,1980.0,2619.0,43.0,233.95,1980.0,2619.0,20260810,2026-08-10T11:13:51.635282+00:00
descending_independent_b1_h65536,ok,,descending,independent,1,65536,2048,5,30,0.056832000613212585,0.042208001017570496,0.1050880029797554,0.061466666559378304,0.018056349855376613,5.018522468373079,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,2.820633992087096,2.703908976400271,5.019356001866981,0.3083759802393615,499503104,44.0,236.85,1980.0,2619.0,43.0,233.95,1980.0,2619.0,20260810,2026-08-10T11:13:51.637019+00:00
descending_shared_b64_h65536,ok,,descending,shared,64,65536,2048,5,30,0.08236800134181976,0.08076799660921097,0.08377599716186523,0.08228693281610806,0.0009506291374803431,221.61046414431212,131072,18253611008,2048,1343488,0.025625,10780672,0.205625,52428800,268435456,1.1250419775024056,17.763887997716665,50.98313000053167,0.1524680119473487,6012010496,43.0,233.95,1980.0,2619.0,43.0,230.08,1980.0,2619.0,20260810,2026-08-10T11:13:51.761327+00:00
descending_independent_b64_h65536,ok,,descending,independent,64,65536,2048,5,30,0.08883199840784073,0.08803199976682663,0.09017600119113922,0.0889962668220202,0.0008616556972173328,205.48463768871883,131072,18253611008,131072,85983232,1.64,95420416,1.82,52428800,268435456,1.1250419775024056,17.763887997716665,50.98313000053167,0.1524680119473487,6012010496,43.0,233.95,1980.0,2619.0,43.0,230.08,1980.0,2619.0,20260810,2026-08-10T11:13:51.763041+00:00
descending_shared_b16_h65536,ok,,descending,shared,16,65536,2048,5,30,0.04416000097990036,0.04364800080657005,0.04492799937725067,0.04421013370156288,0.0003507064140401449,103.33792234463616,32768,4563402752,2048,1343488,0.025625,3702784,0.070625,52428800,268435456,2.055538003332913,5.7736219896469265,13.065973005723208,0.10482801008038223,3942711296,45.0,248.26,1980.0,2619.0,45.0,248.26,1980.0,2619.0,20260810,2026-08-10T11:13:51.880660+00:00
descending_independent_b16_h65536,ok,,descending,independent,16,65536,2048,5,30,0.04633599892258644,0.04479999840259552,0.04950400069355965,0.04642773295442263,0.0011556900284483969,98.4850409640262,32768,4563402752,32768,21495808,0.41,23855104,0.455,52428800,268435456,2.055538003332913,5.7736219896469265,13.065973005723208,0.10482801008038223,3942711296,45.0,248.26,1980.0,2619.0,45.0,248.26,1980.0,2619.0,20260810,2026-08-10T11:13:51.882176+00:00
descending_shared_b32_h65536,ok,,descending,shared,32,65536,2048,5,30,0.058400001376867294,0.05737600103020668,0.060095999389886856,0.058549333239595096,0.0010130861865636697,156.28091247982744,65536,9126805504,2048,1343488,0.025625,6062080,0.115625,52428800,268435456,1.5427310136146843,9.138460998656228,25.654354016296566,0.12339602108113468,4632477696,45.0,228.74,1980.0,2619.0,45.0,228.74,1980.0,2619.0,20260810,2026-08-10T11:13:51.994041+00:00
descending_independent_b32_h65536,ok,,descending,independent,32,65536,2048,5,30,0.06195199862122536,0.060416001826524734,0.06310400366783142,0.061860266824563345,0.0008106276262913682,147.3205983200204,65536,9126805504,65536,42991616,0.82,47710208,0.91,52428800,268435456,1.5427310136146843,9.138460998656228,25.654354016296566,0.12339602108113468,4632477696,45.0,228.74,1980.0,2619.0,45.0,228.74,1980.0,2619.0,20260810,2026-08-10T11:13:51.995709+00:00
descending_shared_b8_h32768,ok,,descending,shared,8,32768,2048,5,30,0.036768000572919846,0.036320000886917114,0.037696000188589096,0.03703680001199246,0.0008922436830077848,62.056716178374565,16384,2281701376,2048,1343488,0.025625,2523136,0.048125,52428800,268435456,1.1660789896268398,2.646092005306855,3.7414089892990887,0.0901640160009265,1187463168,46.0,227.3,1980.0,2619.0,46.0,227.3,1980.0,2619.0,20260810,2026-08-10T11:13:52.065745+00:00
descending_independent_b8_h32768,ok,,descending,independent,8,32768,2048,5,30,0.0379519984126091,0.03731200098991394,0.03907199949026108,0.03806613298753898,0.000525143426355047,60.120717523057536,16384,2281701376,16384,10747904,0.205,11927552,0.2275,52428800,268435456,1.1660789896268398,2.646092005306855,3.7414089892990887,0.0901640160009265,1187463168,46.0,227.3,1980.0,2619.0,46.0,227.3,1980.0,2619.0,20260810,2026-08-10T11:13:52.067023+00:00
descending_shared_b1_h32768,ok,,descending,shared,1,32768,2048,5,30,0.03404799848794937,0.03376000002026558,0.03500799834728241,0.034144000088175135,0.0003694112952734843,8.376782326894942,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,0.6522820040117949,0.6748829910065979,1.1551200004760176,0.08046001312322915,383313920,46.0,227.3,1980.0,2619.0,44.0,211.54,1980.0,2619.0,20260810,2026-08-10T11:13:52.159868+00:00
descending_independent_b1_h32768,ok,,descending,independent,1,32768,2048,5,30,0.033984001725912094,0.03359999880194664,0.034752000123262405,0.03413119999070962,0.0007061591097173937,8.39255701257016,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,0.6522820040117949,0.6748829910065979,1.1551200004760176,0.08046001312322915,383313920,46.0,227.3,1980.0,2619.0,44.0,211.54,1980.0,2619.0,20260810,2026-08-10T11:13:52.161298+00:00
descending_shared_b32_h32768,ok,,descending,shared,32,32768,2048,5,30,0.05830400064587593,0.056992001831531525,0.059039998799562454,0.05821866678694884,0.0006746529281279751,156.53823756338707,65536,9126805504,2048,1343488,0.025625,6062080,0.115625,52428800,268435456,1.0702819854486734,8.948983013397083,13.044589984929189,0.12675797916017473,3944546304,43.0,210.59,1980.0,2619.0,44.0,209.66,1980.0,2619.0,20260810,2026-08-10T11:13:52.320105+00:00
descending_independent_b32_h32768,ok,,descending,independent,32,32768,2048,5,30,0.0613120011985302,0.06035200133919716,0.0628800019621849,0.061581866815686226,0.0009487587110565786,148.8583853990855,65536,9126805504,65536,42991616,0.82,47710208,0.91,52428800,268435456,1.0702819854486734,8.948983013397083,13.044589984929189,0.12675797916017473,3944546304,43.0,210.59,1980.0,2619.0,44.0,209.66,1980.0,2619.0,20260810,2026-08-10T11:13:52.321598+00:00
descending_shared_b16_h32768,ok,,descending,shared,16,32768,2048,5,30,0.04416000097990036,0.04358400031924248,0.04495999962091446,0.04432213318844636,0.0007308773885402815,103.33792234463616,32768,4563402752,2048,1343488,0.025625,3702784,0.070625,52428800,268435456,1.1992759827990085,4.753402987262234,6.823112984420732,0.10023501818068326,2107408384,44.0,209.66,1980.0,2619.0,44.0,209.66,1980.0,2619.0,20260810,2026-08-10T11:13:52.385393+00:00
descending_independent_b16_h32768,ok,,descending,independent,16,32768,2048,5,30,0.04649600014090538,0.04604800045490265,0.04758400097489357,0.04932586674888929,0.014758554570936624,98.14613597235638,32768,4563402752,32768,21495808,0.41,23855104,0.455,52428800,268435456,1.1992759827990085,4.753402987262234,6.823112984420732,0.10023501818068326,2107408384,44.0,209.66,1980.0,2619.0,44.0,209.66,1980.0,2619.0,20260810,2026-08-10T11:13:52.386950+00:00
descending_shared_b64_h32768,ok,,descending,shared,64,32768,2048,5,30,0.08153600245714188,0.08044800162315369,0.08470399677753448,0.08200640032688776,0.001241999468919704,223.87179231155866,131072,18253611008,2048,1343488,0.025625,10780672,0.205625,52428800,268435456,1.2004559976048768,17.351587011944503,25.674225005786866,0.1518569770269096,4636147712,44.0,215.28,1980.0,2619.0,45.0,222.25,1980.0,2619.0,20260810,2026-08-10T11:13:52.524895+00:00
descending_independent_b64_h32768,ok,,descending,independent,64,32768,2048,5,30,0.08851200342178345,0.08767999708652496,0.08982399851083755,0.0886112002034982,0.0006343939297831318,206.22752058855394,131072,18253611008,131072,85983232,1.64,95420416,1.82,52428800,268435456,1.2004559976048768,17.351587011944503,25.674225005786866,0.1518569770269096,4636147712,44.0,215.28,1980.0,2619.0,45.0,222.25,1980.0,2619.0,20260810,2026-08-10T11:13:52.526272+00:00
descending_shared_b32_h16384,ok,,descending,shared,32,16384,2048,5,30,0.058368001133203506,0.057472001761198044,0.0623680017888546,0.058709333464503285,0.0013470022871655675,156.36659345540073,65536,9126805504,2048,1343488,0.025625,6062080,0.115625,52428800,268435456,1.2935230042785406,9.12875501671806,6.833919003838673,0.117586983833462,2109243392,45.0,222.25,1980.0,2619.0,43.0,227.47,1980.0,2619.0,20260810,2026-08-10T11:13:52.635127+00:00
descending_independent_b32_h16384,ok,,descending,independent,32,16384,2048,5,30,0.061664000153541565,0.061055999249219894,0.06313599646091461,0.061863466476400696,0.0006273781573747602,148.00865142181047,65536,9126805504,65536,42991616,0.82,47710208,0.91,52428800,268435456,1.2935230042785406,9.12875501671806,6.833919003838673,0.117586983833462,2109243392,45.0,222.25,1980.0,2619.0,43.0,227.47,1980.0,2619.0,20260810,2026-08-10T11:13:52.636557+00:00
descending_shared_b64_h16384,ok,,descending,shared,64,16384,2048,5,30,0.0809599980711937,0.0799039974808693,0.08361600339412689,0.08127253254254659,0.0010876134983839555,225.46456821736018,131072,18253611008,2048,1343488,0.025625,10780672,0.205625,52428800,268435456,1.2933480029460043,17.687952989945188,13.040368998190388,0.15538398292846978,3948216320,43.0,227.47,1980.0,2619.0,43.0,228.02,1980.0,2619.0,20260810,2026-08-10T11:13:52.722891+00:00
descending_independent_b64_h16384,ok,,descending,independent,64,16384,2048,5,30,0.08844800293445587,0.0878399983048439,0.08991999924182892,0.0886218674480915,0.0006587485312620328,206.37674568556153,131072,18253611008,131072,85983232,1.64,95420416,1.82,52428800,268435456,1.2933480029460043,17.687952989945188,13.040368998190388,0.15538398292846978,3948216320,43.0,227.47,1980.0,2619.0,43.0,228.02,1980.0,2619.0,20260810,2026-08-10T11:13:52.724522+00:00
descending_shared_b16_h16384,ok,,descending,shared,16,16384,2048,5,30,0.04416000097990036,0.043776001781225204,0.04758400097489357,0.04446399969359239,0.0014242876192042365,103.33792234463616,32768,4563402752,2048,1343488,0.025625,3702784,0.070625,52428800,268435456,1.171962998341769,4.825020994758233,3.65890801185742,0.09784600115381181,1188380672,43.0,228.02,1980.0,2619.0,44.0,217.36,1980.0,2619.0,20260810,2026-08-10T11:13:52.814351+00:00
descending_independent_b16_h16384,ok,,descending,independent,16,16384,2048,5,30,0.04633599892258644,0.0451200008392334,0.047839999198913574,0.0477589330325524,0.007268475110703276,98.4850409640262,32768,4563402752,32768,21495808,0.41,23855104,0.455,52428800,268435456,1.171962998341769,4.825020994758233,3.65890801185742,0.09784600115381181,1188380672,43.0,228.02,1980.0,2619.0,44.0,217.36,1980.0,2619.0,20260810,2026-08-10T11:13:52.815784+00:00
descending_shared_b8_h16384,ok,,descending,shared,8,16384,2048,5,30,0.03702399879693985,0.03641600161790848,0.03827200084924698,0.037097599978248276,0.0006917308581564142,61.62763208031948,16384,2281701376,2048,1343488,0.025625,2523136,0.048125,52428800,268435456,0.7406010117847472,2.9385930101852864,2.3769070103298873,0.09556900477036834,729161728,44.0,217.36,1980.0,2619.0,44.0,217.36,1980.0,2619.0,20260810,2026-08-10T11:13:52.870598+00:00
descending_independent_b8_h16384,ok,,descending,independent,8,16384,2048,5,30,0.03811199963092804,0.03763199970126152,0.04217600077390671,0.038518399745225904,0.0012455677792607475,59.86831963937128,16384,2281701376,16384,10747904,0.205,11927552,0.2275,52428800,268435456,0.7406010117847472,2.9385930101852864,2.3769070103298873,0.09556900477036834,729161728,44.0,217.36,1980.0,2619.0,44.0,217.36,1980.0,2619.0,20260810,2026-08-10T11:13:52.872187+00:00
descending_shared_b1_h16384,ok,,descending,shared,1,16384,2048,5,30,0.033984001725912094,0.03363199904561043,0.03497600182890892,0.03409173327187697,0.00045092250741874627,8.39255701257016,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,0.7067449914757162,0.7547709974460304,1.0336760024074465,0.08368800627067685,325932032,43.0,212.35,1980.0,2619.0,43.0,212.35,1980.0,2619.0,20260810,2026-08-10T11:13:52.971084+00:00
descending_independent_b1_h16384,ok,,descending,independent,1,16384,2048,5,30,0.033984001725912094,0.033535998314619064,0.03798399865627289,0.03438933317859968,0.001160394071371564,8.39255701257016,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,0.7067449914757162,0.7547709974460304,1.0336760024074465,0.08368800627067685,325932032,43.0,212.35,1980.0,2619.0,43.0,212.35,1980.0,2619.0,20260810,2026-08-10T11:13:52.972446+00:00
descending_shared_b32_h8192,ok,,descending,shared,32,8192,2048,5,30,0.058240000158548355,0.05696000158786774,0.05955199897289276,0.05823466641207536,0.0007562243426345991,156.7102589140427,65536,9126805504,2048,1343488,0.025625,6062080,0.115625,52428800,268435456,1.923197996802628,9.283124993089586,12.203655001940206,0.12144900392740965,1190215680,43.0,201.54,1980.0,2619.0,43.0,201.54,1980.0,2619.0,20260810,2026-08-10T11:13:53.105604+00:00
descending_independent_b32_h8192,ok,,descending,independent,32,8192,2048,5,30,0.061792001128196716,0.06060799956321716,0.06515199691057205,0.06198826655745506,0.0011947540705119098,147.7020542685627,65536,9126805504,65536,42991616,0.82,47710208,0.91,52428800,268435456,1.923197996802628,9.283124993089586,12.203655001940206,0.12144900392740965,1190215680,43.0,201.54,1980.0,2619.0,43.0,201.54,1980.0,2619.0,20260810,2026-08-10T11:13:53.107096+00:00
descending_shared_b16_h8192,ok,,descending,shared,16,8192,2048,5,30,0.045632001012563705,0.044064000248909,0.050335999578237534,0.046591999505956966,0.004590194758497872,100.00444097868015,32768,4563402752,2048,1343488,0.025625,3702784,0.070625,52428800,268435456,1.888258004328236,4.925486020511016,4.1945969860535115,0.10303701856173575,730079232,43.0,200.45,1980.0,2619.0,42.0,202.71,1980.0,2619.0,20260810,2026-08-10T11:13:53.280546+00:00
descending_independent_b16_h8192,ok,,descending,independent,16,8192,2048,5,30,0.04681599885225296,0.04553600028157234,0.05027199909090996,0.048380799839893976,0.006443576587139167,97.47528331931322,32768,4563402752,32768,21495808,0.41,23855104,0.455,52428800,268435456,1.888258004328236,4.925486020511016,4.1945969860535115,0.10303701856173575,730079232,43.0,200.45,1980.0,2619.0,42.0,202.71,1980.0,2619.0,20260810,2026-08-10T11:13:53.285273+00:00
descending_shared_b8_h8192,ok,,descending,shared,8,8192,2048,5,30,0.03753599897027016,0.03657599911093712,0.04966399818658829,0.039126399780313174,0.005409275397058797,60.78701616033154,16384,2281701376,2048,1343488,0.025625,2523136,0.048125,52428800,268435456,1.791112998034805,4.19698900077492,2.8037489973939955,0.18257199553772807,500305920,42.0,194.35,1980.0,2619.0,42.0,194.35,1980.0,2619.0,20260810,2026-08-10T11:13:53.401873+00:00
descending_independent_b8_h8192,ok,,descending,independent,8,8192,2048,5,30,0.03916800022125244,0.03766399994492531,0.047968000173568726,0.0407669335603714,0.005493369332108406,58.25422189315542,16384,2281701376,16384,10747904,0.205,11927552,0.2275,52428800,268435456,1.791112998034805,4.19698900077492,2.8037489973939955,0.18257199553772807,500305920,42.0,194.35,1980.0,2619.0,42.0,194.35,1980.0,2619.0,20260810,2026-08-10T11:13:53.403712+00:00
descending_shared_b64_h8192,ok,,descending,shared,64,8192,2048,5,30,0.08128000050783157,0.07952000200748444,0.08553600311279297,0.08226986726125081,0.0021630028803327956,224.57690568347388,131072,18253611008,2048,1343488,0.025625,10780672,0.205625,52428800,268435456,1.0198230156674981,27.370121009880677,7.000702986260876,0.15645500388927758,2112913408,42.0,190.91,1980.0,2619.0,42.0,185.51,1980.0,2619.0,20260810,2026-08-10T11:13:53.572410+00:00
descending_independent_b64_h8192,ok,,descending,independent,64,8192,2048,5,30,0.08851200342178345,0.0873280018568039,0.09516800194978714,0.08981546660264333,0.002504327696029296,206.22752058855394,131072,18253611008,131072,85983232,1.64,95420416,1.82,52428800,268435456,1.0198230156674981,27.370121009880677,7.000702986260876,0.15645500388927758,2112913408,42.0,190.91,1980.0,2619.0,42.0,185.51,1980.0,2619.0,20260810,2026-08-10T11:13:53.573994+00:00
descending_shared_b1_h8192,ok,,descending,shared,1,8192,2048,5,30,0.033952001482248306,0.033440001308918,0.03465599939227104,0.034069333349665006,0.0008663405907705623,8.400467116765487,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,0.9067359787877649,0.7955129840411246,0.8444570121355355,0.08361300569958985,297943552,42.0,185.51,1980.0,2619.0,42.0,179.29,1980.0,2619.0,20260810,2026-08-10T11:13:53.699998+00:00
descending_independent_b1_h8192,ok,,descending,independent,1,8192,2048,5,30,0.033824000507593155,0.03356799855828285,0.034591998904943466,0.03395946671565374,0.00034992701081258524,8.432257205529918,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,0.9067359787877649,0.7955129840411246,0.8444570121355355,0.08361300569958985,297943552,42.0,185.51,1980.0,2619.0,42.0,179.29,1980.0,2619.0,20260810,2026-08-10T11:13:53.701486+00:00
descending_shared_b1_h4096,ok,,descending,shared,1,4096,2048,5,30,0.03376000002026558,0.033215999603271484,0.03452799841761589,0.03381013348698616,0.0003803095839934555,8.448242648957093,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,0.6434560054913163,0.7704489980824292,0.6486120109912008,0.07973099127411842,289627648,42.0,172.32,1980.0,2619.0,42.0,172.32,1980.0,2619.0,20260810,2026-08-10T11:13:53.771544+00:00
descending_independent_b1_h4096,ok,,descending,independent,1,4096,2048,5,30,0.03379200026392937,0.03328000009059906,0.03433600068092346,0.03391786652306716,0.0007072861629881001,8.440242358320672,2048,285212672,2048,1343488,0.025625,1490944,0.0284375,52428800,268435456,0.6434560054913163,0.7704489980824292,0.6486120109912008,0.07973099127411842,289627648,42.0,172.32,1980.0,2619.0,42.0,172.32,1980.0,2619.0,20260810,2026-08-10T11:13:53.773076+00:00
descending_shared_b32_h4096,ok,,descending,shared,32,4096,2048,5,30,0.058079998940229416,0.05686400085687637,0.05929600074887276,0.05801386709014575,0.0006766032371666431,157.14197091140562,65536,9126805504,2048,1343488,0.025625,6062080,0.115625,52428800,268435456,0.677286006975919,9.422828006790951,2.3676120035815984,0.11590000940486789,731914240,42.0,172.32,1980.0,2619.0,42.0,169.05,1980.0,2619.0,20260810,2026-08-10T11:13:53.835494+00:00
descending_independent_b32_h4096,ok,,descending,independent,32,4096,2048,5,30,0.061216000467538834,0.059967998415231705,0.06281600147485733,0.06128213343520959,0.0008924094136065013,149.09182949382156,65536,9126805504,65536,42991616,0.82,47710208,0.91,52428800,268435456,0.677286006975919,9.422828006790951,2.3676120035815984,0.11590000940486789,731914240,42.0,172.32,1980.0,2619.0,42.0,169.05,1980.0,2619.0,20260810,2026-08-10T11:13:53.836715+00:00
descending_shared_b16_h4096,ok,,descending,shared,16,4096,2048,5,30,0.043935999274253845,0.04358400031924248,0.04479999840259552,0.044065066675345106,0.0006913027916222289,103.86477666104021,32768,4563402752,2048,1343488,0.025625,3702784,0.070625,52428800,268435456,0.6579489854630083,4.936213983455673,1.468313013901934,0.09562098421156406,501223424,42.0,169.05,1980.0,2619.0,42.0,169.05,1980.0,2619.0,20260810,2026-08-10T11:13:53.925140+00:00
descending_independent_b16_h4096,ok,,descending,independent,16,4096,2048,5,30,0.04566400125622749,0.045184001326560974,0.04652800038456917,0.045799466967582705,0.0004294588650875795,99.93436025008124,32768,4563402752,32768,21495808,0.41,23855104,0.455,52428800,268435456,0.6579489854630083,4.936213983455673,1.468313013901934,0.09562098421156406,501223424,42.0,169.05,1980.0,2619.0,42.0,169.05,1980.0,2619.0,20260810,2026-08-10T11:13:53.926647+00:00
descending_shared_b8_h4096,ok,,descending,shared,8,4096,2048,5,30,0.036639999598264694,0.036288000643253326,0.03743999823927879,0.036814934015274046,0.0008122259771099171,62.27350985309682,16384,2281701376,2048,1343488,0.025625,2523136,0.048125,52428800,268435456,0.6598299951292574,2.769825019640848,1.194351993035525,0.0853060046210885,384116736,42.0,170.67,1980.0,2619.0,42.0,170.67,1980.0,2619.0,20260810,2026-08-10T11:13:54.025870+00:00
descending_independent_b8_h4096,ok,,descending,independent,8,4096,2048,5,30,0.037696000188589096,0.03705599904060364,0.03868800029158592,0.03776533355315526,0.00047908067131086947,60.52900479055842,16384,2281701376,16384,10747904,0.205,11927552,0.2275,52428800,268435456,0.6598299951292574,2.769825019640848,1.194351993035525,0.0853060046210885,384116736,42.0,170.67,1980.0,2619.0,42.0,170.67,1980.0,2619.0,20260810,2026-08-10T11:13:54.027079+00:00
descending_shared_b64_h4096,ok,,descending,shared,64,4096,2048,5,30,0.08111999928951263,0.07952000200748444,0.08243200182914734,0.08113600040475527,0.0011782131069565604,225.01986153690544,131072,18253611008,2048,1343488,0.025625,10780672,0.205625,52428800,268435456,0.756201014155522,18.29853598610498,3.703245980432257,0.149536004755646,1193885696,42.0,170.96,1980.0,2619.0,42.0,170.96,1980.0,2619.0,20260810,2026-08-10T11:13:54.104356+00:00
descending_independent_b64_h4096,ok,,descending,independent,64,4096,2048,5,30,0.08755200356245041,0.08640000224113464,0.08912000060081482,0.08773546740412712,0.0007156814809387733,208.48878683832507,131072,18253611008,131072,85983232,1.64,95420416,1.82,52428800,268435456,0.756201014155522,18.29853598610498,3.703245980432257,0.149536004755646,1193885696,42.0,170.96,1980.0,2619.0,42.0,170.96,1980.0,2619.0,20260810,2026-08-10T11:13:54.105722+00:00
