B,H,Q,pattern,latency_ms,latency_ms_pass_min,latency_ms_pass_max,pass_spread,tflops,tflops_pass_min,tflops_pass_max,adjacent_overlap,unique_kv,reuse_factor,c4_consecutive_fraction,pass_count
1,65536,256,csa_trace_replay,0.1998080015182495,0.19926400482654572,0.2003519982099533,0.005460059805355577,365.4257322196129,364.43082516944276,366.420639269783,0.5276654411764706,16744,31.311992355470615,0.42799045988258316,2
1,65536,256,original_strided,0.21487999707460403,0.21436800062656403,0.21539199352264404,0.0047767992101761525,339.79365019246853,338.9840208908417,340.6032794940954,0.03348843443627451,65763,7.972385688000852,,2
1,65536,1024,csa_trace_replay,0.5642879903316498,0.5639680027961731,0.5646079778671265,0.0011347719512107002,517.568821322983,517.2753265571678,517.8623160887981,0.5850096224340176,27284,76.8638029614426,0.45881428877201563,2
1,65536,1024,original_strided,0.6043199896812439,0.6039999723434448,0.604640007019043,0.0010596601074581713,483.2834640828104,483.0275415745054,483.53938659111543,0.03247141907991202,66531,31.52142610211781,,2
1,65536,2048,csa_trace_replay,1.1138399839401245,1.1133760213851929,1.1143039464950562,0.0008334337115585289,524.4161298094626,524.197687797197,524.6345718217283,0.5799703071568149,39212,106.96480669182903,0.43524301308708413,2
1,65536,2048,original_strided,1.2115520238876343,1.1928960084915161,1.2302080392837524,0.03127852765591821,482.2360694611832,474.81038458835127,489.6617543340152,0.031713950674767954,67555,62.08724742802161,,2
8,8192,64,csa_trace_replay,0.3293440043926239,0.328000009059906,0.3306879997253418,0.00819509326582013,443.40057203278576,441.59113177764726,445.21001228792426,0.7371690538194444,48740,21.513664341403366,0.6102540973581213,2
8,8192,64,original_strided,0.33051198720932007,0.3288959860801697,0.33212798833847046,0.009826821837567223,441.83686154002396,439.6765499786259,443.99717310142205,0.24883645678323413,66016,15.883664566165779,,2
8,8192,256,csa_trace_replay,1.1165120005607605,1.114016056060791,1.11900794506073,0.004480984787230469,523.1636301528227,521.9941063280827,524.3331539775628,0.742416321997549,55536,75.52405646787669,0.6207994434931506,2
8,8192,256,original_strided,1.1108800172805786,1.1055359840393066,1.1162240505218506,0.009667768970751167,525.8255267724383,523.2959744801392,528.3550790647373,0.24569283279718138,67561,62.08173354450052,,2
8,8192,1024,csa_trace_replay,4.5103840827941895,4.509920120239258,4.510848045349121,0.00020575200560624118,518.0184638066021,517.9651776195373,518.0717499936668,0.7576101234115347,62060,270.3386400257815,0.6336242317453522,2
8,8192,1024,original_strided,4.501487970352173,4.48799991607666,4.5149760246276855,0.006010719486511773,519.0468577697238,517.491609319602,520.6021062198457,0.2350506227853128,73702,227.63583077799788,,2
8,8192,2048,csa_trace_replay,8.956672191619873,8.956480026245117,8.956864356994629,4.291091459873719e-05,521.725515931146,521.7143223117811,521.7367095505108,0.7704616559675745,64116,523.339447251856,0.644818031624572,2
8,8192,2048,original_strided,9.003056049346924,8.963168144226074,9.042943954467773,0.008900403178656147,519.0477677793215,516.7481344102864,521.3474011483564,0.22297889847375732,81893,409.73504450929875,,2
8,16384,64,csa_trace_replay,0.32948799431324005,0.32927998900413513,0.32969599962234497,0.0012633947767917153,443.1995968971323,442.919805612658,443.4793881816066,0.6936887710813492,64348,16.295393796232982,0.5605315863502935,2
