case_id,status,skip_reason,pass_order,backend,cache_state,pattern,segment_mode,N,H,topk,warmup,repeat,latency_ms_median,latency_ms_p5,latency_ms_p95,latency_ms_mean,latency_ms_std,tflops,pairs,flops,unique_kv,reuse_factor,adjacent_overlap,selected_kv_working_set_bytes,selected_kv_working_set_vs_l2,kv_token_bytes,peak_mem_alloc_bytes,temp_c_before,power_w_before,sm_clock_mhz_before,mem_clock_mhz_before,temp_c_after,power_w_after,sm_clock_mhz_after,mem_clock_mhz_after,seed,timestamp
ascending_sglang_q8kv8_l2-cold_independent_dispersed_n256_h32768,ok,,ascending,sglang_q8kv8,l2-cold,independent_dispersed,shared,256,32768,2048,10,30,0.1234240010380745,0.12230399996042252,0.12908799946308136,0.12394666721423467,0.001872065038287293,591.5741137696235,524288,73014444032,32768,16.0,0.0,18874368,0.36,576,322048512,41.0,152.68,1980.0,2619.0,41.0,154.18,1980.0,2619.0,20260810,2026-08-10T09:06:59.932194+00:00
ascending_sglang_q8kv8_steady_independent_dispersed_n256_h32768,ok,,ascending,sglang_q8kv8,steady,independent_dispersed,shared,256,32768,2048,10,30,0.12275200337171555,0.12144000083208084,0.1247360035777092,0.12297173415621122,0.001251652781504704,594.8126468526864,524288,73014444032,32768,16.0,0.0,18874368,0.36,576,322048512,41.0,154.18,1980.0,2619.0,41.0,154.63,1980.0,2619.0,20260810,2026-08-10T09:07:00.051447+00:00
ascending_sglang_q8kv8_l2-cold_isolated_dispersed_n64_h32768,ok,,ascending,sglang_q8kv8,l2-cold,isolated_dispersed,isolated,64,32768,2048,10,30,0.07664000242948532,0.07561600208282471,0.08230400085449219,0.07864960059523582,0.008522168356544837,238.17341374427437,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,1484034560,41.0,154.63,1980.0,2619.0,41.0,154.72,1980.0,2619.0,20260810,2026-08-10T09:07:00.183223+00:00
ascending_sglang_q8kv8_steady_isolated_contiguous_n64_h32768,ok,,ascending,sglang_q8kv8,steady,isolated_contiguous,isolated,64,32768,2048,10,30,0.07465600222349167,0.07382400333881378,0.08009599894285202,0.07513920019070307,0.0015853916007041505,244.5029262798674,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,1484034560,41.0,154.72,1980.0,2619.0,41.0,155.91,1980.0,2619.0,20260810,2026-08-10T09:07:00.288305+00:00
ascending_sglang_q8kv8_l2-cold_isolated_contiguous_n64_h32768,ok,,ascending,sglang_q8kv8,l2-cold,isolated_contiguous,isolated,64,32768,2048,10,30,0.07372800260782242,0.07267200201749802,0.07843200117349625,0.07425706684589387,0.0015351048194712851,247.5804356873127,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,1484034560,41.0,155.91,1980.0,2619.0,41.0,155.91,1980.0,2619.0,20260810,2026-08-10T09:07:00.346116+00:00
ascending_sglang_q8kv8_steady_isolated_dispersed_n64_h32768,ok,,ascending,sglang_q8kv8,steady,isolated_dispersed,isolated,64,32768,2048,10,30,0.0777600035071373,0.0767040029168129,0.07999999821186066,0.07793920040130616,0.0008150718193021814,234.74292933030242,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,1484034560,41.0,157.22,1980.0,2619.0,41.0,157.22,1980.0,2619.0,20260810,2026-08-10T09:07:00.388236+00:00
ascending_flashmla_fp8_decode_l2-cold_native_independent_dispersed_n64_h32768,ok,,ascending,flashmla_fp8_decode,l2-cold,native_independent_dispersed,isolated,64,32768,2048,10,30,0.08931200206279755,0.08857599645853043,0.0928959995508194,0.08958613301316896,0.0011461983266678824,204.38026901653618,131072,18253611008,131072,1.0,0.0,85983232,1.64,656,4636147712,41.0,157.22,1980.0,2619.0,41.0,157.27,1980.0,2619.0,20260810,2026-08-10T09:07:00.472119+00:00
ascending_flashmla_fp8_decode_steady_native_independent_dispersed_n64_h32768,ok,,ascending,flashmla_fp8_decode,steady,native_independent_dispersed,isolated,64,32768,2048,10,30,0.09574399888515472,0.09520000219345093,0.09699200093746185,0.09596053337057432,0.0008021595051708771,190.65018403811683,131072,18253611008,131072,1.0,0.0,85983232,1.64,656,4636147712,44.0,166.65,1980.0,2619.0,41.0,169.51,1980.0,2619.0,20260810,2026-08-10T09:07:00.638241+00:00
ascending_sglang_q8kv8_l2-cold_shared_contiguous_n64_h524288,ok,,ascending,sglang_q8kv8,l2-cold,shared_contiguous,shared,64,524288,2048,10,30,0.06604799628257751,0.06547199934720993,0.07142399996519089,0.06685120041171709,0.0017511409087342415,276.36888377210363,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,579113472,41.0,170.09,1980.0,2619.0,41.0,170.09,1980.0,2619.0,20260810,2026-08-10T09:07:00.991214+00:00
ascending_sglang_q8kv8_l2-cold_independent_contiguous_n64_h524288,ok,,ascending,sglang_q8kv8,l2-cold,independent_contiguous,shared,64,524288,2048,10,30,0.07407999783754349,0.07337599992752075,0.07654400169849396,0.07430399954319,0.0010500352914309622,246.40404347783516,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,579113472,41.0,170.09,1980.0,2619.0,41.0,171.44,1980.0,2619.0,20260810,2026-08-10T09:07:01.073735+00:00
ascending_sglang_q8kv8_steady_shared_dispersed_n64_h524288,ok,,ascending,sglang_q8kv8,steady,shared_dispersed,shared,64,524288,2048,10,30,0.06355199962854385,0.06307200342416763,0.06505600363016129,0.0638144001364708,0.0005827988435067158,287.22323632129337,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,579113472,41.0,171.44,1980.0,2619.0,41.0,171.44,1980.0,2619.0,20260810,2026-08-10T09:07:01.113327+00:00
ascending_sglang_q8kv8_steady_independent_dispersed_n64_h524288,ok,,ascending,sglang_q8kv8,steady,independent_dispersed,shared,64,524288,2048,10,30,0.07747200131416321,0.07651200145483017,0.07900799810886383,0.07766720056533813,0.0007991611185991824,235.61558625519757,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,579113472,41.0,171.44,1980.0,2619.0,42.0,171.74,1980.0,2619.0,20260810,2026-08-10T09:07:01.186029+00:00
ascending_sglang_q8kv8_l2-cold_shared_dispersed_n64_h524288,ok,,ascending,sglang_q8kv8,l2-cold,shared_dispersed,shared,64,524288,2048,10,30,0.06646399945020676,0.06563200056552887,0.07075200229883194,0.06703253313899041,0.0020606560929361563,274.6390701582015,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,579113472,42.0,171.74,1980.0,2619.0,41.0,172.73,1980.0,2619.0,20260810,2026-08-10T09:07:01.268735+00:00
ascending_sglang_q8kv8_steady_independent_contiguous_n64_h524288,ok,,ascending,sglang_q8kv8,steady,independent_contiguous,shared,64,524288,2048,10,30,0.07494399696588516,0.07420799881219864,0.07791999727487564,0.07527039969960848,0.00100207833527317,243.56335059510002,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,579113472,41.0,172.73,1980.0,2619.0,41.0,172.73,1980.0,2619.0,20260810,2026-08-10T09:07:01.345616+00:00
ascending_sglang_q8kv8_steady_shared_contiguous_n64_h524288,ok,,ascending,sglang_q8kv8,steady,shared_contiguous,shared,64,524288,2048,10,30,0.06361600011587143,0.06313599646091461,0.06473600119352341,0.06384746630986532,0.0009586014074285186,286.93427714336826,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,579113472,41.0,172.73,1980.0,2619.0,41.0,171.37,1980.0,2619.0,20260810,2026-08-10T09:07:01.386256+00:00
ascending_sglang_q8kv8_l2-cold_independent_dispersed_n64_h524288,ok,,ascending,sglang_q8kv8,l2-cold,independent_dispersed,shared,64,524288,2048,10,30,0.07664000242948532,0.0756480023264885,0.08163200318813324,0.0769856000940005,0.0015508700494627577,238.17341374427437,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,579113472,41.0,171.24,1980.0,2619.0,41.0,171.24,1980.0,2619.0,20260810,2026-08-10T09:07:01.491392+00:00
ascending_sglang_q8kv8_steady_isolated_dispersed_n64_h524288,ok,,ascending,sglang_q8kv8,steady,isolated_dispersed,isolated,64,524288,2048,10,30,0.07827199995517731,0.07734400033950806,0.0798719972372055,0.07835733344157537,0.0008008671636899829,233.20741795856736,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,19603424256,41.0,162.31,1980.0,2619.0,41.0,162.31,1980.0,2619.0,20260810,2026-08-10T09:07:01.641377+00:00
ascending_sglang_q8kv8_l2-cold_isolated_contiguous_n64_h524288,ok,,ascending,sglang_q8kv8,l2-cold,isolated_contiguous,isolated,64,524288,2048,10,30,0.07311999797821045,0.07225599884986877,0.07452800124883652,0.07337173347671827,0.0011249188007130591,249.63910712141328,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,19603427840,41.0,162.44,1980.0,2619.0,41.0,153.32,1980.0,2619.0,20260810,2026-08-10T09:07:01.713784+00:00
ascending_sglang_q8kv8_steady_isolated_contiguous_n64_h524288,ok,,ascending,sglang_q8kv8,steady,isolated_contiguous,isolated,64,524288,2048,10,30,0.07500799745321274,0.07407999783754349,0.07865600287914276,0.07548480009039243,0.0014106732418239184,243.3555304470825,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,19603427840,41.0,153.32,1980.0,2619.0,41.0,153.91,1980.0,2619.0,20260810,2026-08-10T09:07:01.857067+00:00
ascending_sglang_q8kv8_l2-cold_isolated_dispersed_n64_h524288,ok,,ascending,sglang_q8kv8,l2-cold,isolated_dispersed,isolated,64,524288,2048,10,30,0.07744000107049942,0.07555200159549713,0.08297599852085114,0.07986773401498795,0.011837260388343,235.7129488077147,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,19603427840,41.0,153.91,1980.0,2619.0,41.0,155.47,1980.0,2619.0,20260810,2026-08-10T09:07:01.949448+00:00
ascending_sglang_q8kv8_l2-cold_independent_dispersed_n256_h524288,ok,,ascending,sglang_q8kv8,l2-cold,independent_dispersed,shared,256,524288,2048,10,30,0.17148800194263458,0.16841599345207214,0.1743360012769699,0.17142613381147384,0.0021298626002362398,425.7699851003248,524288,73014444032,411392,1.2744243932794026,0.0,236961792,4.5196875,576,605164032,41.0,152.57,1980.0,2619.0,41.0,154.16,1980.0,2619.0,20260810,2026-08-10T09:07:02.346120+00:00
ascending_sglang_q8kv8_steady_independent_contiguous_n256_h524288,ok,,ascending,sglang_q8kv8,steady,independent_contiguous,shared,256,524288,2048,10,30,0.15532800555229187,0.15254400670528412,0.15967999398708344,0.15581226746241253,0.0020660657832374803,470.06619168504903,524288,73014444032,524288,1.0,0.0,301989888,5.76,576,605164032,41.0,154.15,1980.0,2619.0,41.0,154.15,1980.0,2619.0,20260810,2026-08-10T09:07:02.508339+00:00
ascending_sglang_q8kv8_l2-cold_shared_contiguous_n256_h524288,ok,,ascending,sglang_q8kv8,l2-cold,shared_contiguous,shared,256,524288,2048,10,30,0.1202239990234375,0.11945600062608719,0.12198399752378464,0.12054293354352315,0.0011979427825970041,607.3200411322696,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,605164032,41.0,154.15,1980.0,2619.0,42.0,154.62,1980.0,2619.0,20260810,2026-08-10T09:07:02.573096+00:00
ascending_sglang_q8kv8_l2-cold_independent_contiguous_n256_h524288,ok,,ascending,sglang_q8kv8,l2-cold,independent_contiguous,shared,256,524288,2048,10,30,0.1557759940624237,0.15251199901103973,0.1616320013999939,0.1561311994989713,0.0024801878506972236,468.71435147280204,524288,73014444032,524288,1.0,0.0,301989888,5.76,576,605164032,42.0,154.62,1980.0,2619.0,42.0,154.62,1980.0,2619.0,20260810,2026-08-10T09:07:02.661741+00:00
ascending_sglang_q8kv8_l2-cold_shared_dispersed_n256_h524288,ok,,ascending,sglang_q8kv8,l2-cold,shared_dispersed,shared,256,524288,2048,10,30,0.11990399658679962,0.11939200013875961,0.1226240023970604,0.12025386616587638,0.000994849418367969,608.9408702832033,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,605164032,41.0,156.55,1980.0,2619.0,41.0,156.55,1980.0,2619.0,20260810,2026-08-10T09:07:02.748344+00:00
ascending_sglang_q8kv8_steady_shared_contiguous_n256_h524288,ok,,ascending,sglang_q8kv8,steady,shared_contiguous,shared,256,524288,2048,10,30,0.11628799885511398,0.11542399972677231,0.11807999759912491,0.11641706600785255,0.0007101057677577363,627.8760039801739,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,605164032,41.0,157.43,1980.0,2619.0,42.0,158.66,1980.0,2619.0,20260810,2026-08-10T09:07:02.813938+00:00
ascending_sglang_q8kv8_steady_shared_dispersed_n256_h524288,ok,,ascending,sglang_q8kv8,steady,shared_dispersed,shared,256,524288,2048,10,30,0.1165120005607605,0.1159679964184761,0.11868800222873688,0.11679786667227746,0.0008671134585671413,626.6688725675367,524288,73014444032,2048,256.0,1.0,1179648,0.0225,576,605164032,42.0,158.66,1980.0,2619.0,42.0,158.66,1980.0,2619.0,20260810,2026-08-10T09:07:02.921130+00:00
ascending_sglang_q8kv8_steady_independent_dispersed_n256_h524288,ok,,ascending,sglang_q8kv8,steady,independent_dispersed,shared,256,524288,2048,10,30,0.17027199268341064,0.16867199540138245,0.1738239973783493,0.17064000020424525,0.0018088313724210624,428.81065101385695,524288,73014444032,411392,1.2744243932794026,0.0,236961792,4.5196875,576,605164032,41.0,157.91,1980.0,2619.0,41.0,157.91,1980.0,2619.0,20260810,2026-08-10T09:07:03.009513+00:00
ascending_flashmla_bf16_l2-cold_shared_contiguous_n64_h524288,ok,,ascending,flashmla_bf16,l2-cold,shared_contiguous,shared,64,524288,2048,10,30,0.06995200365781784,0.06956800073385239,0.07145600020885468,0.07022186741232872,0.0009428398345064074,260.94479147860653,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,883459072,41.0,159.28,1980.0,2619.0,41.0,159.28,1980.0,2619.0,20260810,2026-08-10T09:07:03.209225+00:00
ascending_flashmla_bf16_l2-cold_independent_contiguous_n64_h524288,ok,,ascending,flashmla_bf16,l2-cold,independent_contiguous,shared,64,524288,2048,10,30,0.07993599772453308,0.07804799824953079,0.08313599973917007,0.0802325335641702,0.0015203178752777392,228.35282635620126,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,883459072,41.0,159.28,1980.0,2619.0,41.0,161.97,1980.0,2619.0,20260810,2026-08-10T09:07:03.275505+00:00
ascending_flashmla_bf16_steady_shared_dispersed_n64_h524288,ok,,ascending,flashmla_bf16,steady,shared_dispersed,shared,64,524288,2048,10,30,0.06864000111818314,0.06835199892520905,0.07135999947786331,0.06898240024844805,0.0010070310722216814,265.93255697317454,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,883459072,41.0,161.97,1980.0,2619.0,41.0,160.1,1980.0,2619.0,20260810,2026-08-10T09:07:03.333555+00:00
ascending_flashmla_bf16_steady_independent_dispersed_n64_h524288,ok,,ascending,flashmla_bf16,steady,independent_dispersed,shared,64,524288,2048,10,30,0.08419200032949448,0.08262400329113007,0.08560000360012054,0.0843018668393294,0.0009237481903480843,216.80932792382322,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,883459072,41.0,160.1,1980.0,2619.0,41.0,160.47,1980.0,2619.0,20260810,2026-08-10T09:07:03.459486+00:00
ascending_flashmla_bf16_l2-cold_shared_dispersed_n64_h524288,ok,,ascending,flashmla_bf16,l2-cold,shared_dispersed,shared,64,524288,2048,10,30,0.06988800317049026,0.06931199878454208,0.07152000069618225,0.07012266740202903,0.0009564856611663883,261.18375371908553,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,883459072,41.0,160.47,1980.0,2619.0,41.0,160.47,1980.0,2619.0,20260810,2026-08-10T09:07:03.564661+00:00
ascending_flashmla_bf16_steady_independent_contiguous_n64_h524288,ok,,ascending,flashmla_bf16,steady,independent_contiguous,shared,64,524288,2048,10,30,0.08099199831485748,0.08032000064849854,0.0822720006108284,0.08110826636354128,0.000589673988923731,225.37548631704138,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,883459072,41.0,158.87,1980.0,2619.0,41.0,158.87,1980.0,2619.0,20260810,2026-08-10T09:07:03.603841+00:00
ascending_flashmla_bf16_steady_shared_contiguous_n64_h524288,ok,,ascending,flashmla_bf16,steady,shared_contiguous,shared,64,524288,2048,10,30,0.06876800209283829,0.06841599941253662,0.06947200000286102,0.06886933421095212,0.0005271802015226622,265.43756474642424,131072,18253611008,2048,64.0,1.0,2359296,0.045,1152,883459072,41.0,157.26,1980.0,2619.0,41.0,157.26,1980.0,2619.0,20260810,2026-08-10T09:07:03.704756+00:00
ascending_flashmla_bf16_l2-cold_independent_dispersed_n64_h524288,ok,,ascending,flashmla_bf16,l2-cold,independent_dispersed,shared,64,524288,2048,10,30,0.08339200168848038,0.08249600231647491,0.08643200248479843,0.0838389329612255,0.0015798294323469445,218.88922964324914,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,883459072,41.0,157.26,1980.0,2619.0,41.0,157.26,1980.0,2619.0,20260810,2026-08-10T09:07:03.741151+00:00
ascending_flashmla_bf16_steady_isolated_dispersed_n64_h524288,ok,,ascending,flashmla_bf16,steady,isolated_dispersed,isolated,64,524288,2048,10,30,0.08396799862384796,0.08313599973917007,0.08550400286912918,0.08426666681965192,0.0007981350264362998,217.38771087984162,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,38933135872,41.0,154.87,1980.0,2619.0,41.0,155.23,1980.0,2619.0,20260810,2026-08-10T09:07:03.866552+00:00
ascending_flashmla_bf16_l2-cold_isolated_contiguous_n64_h524288,ok,,ascending,flashmla_bf16,l2-cold,isolated_contiguous,isolated,64,524288,2048,10,30,0.07923199981451035,0.078015998005867,0.08144000172615051,0.07950186630090078,0.0012092072053801854,230.38180344726172,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,38933136384,41.0,155.23,1980.0,2619.0,41.0,155.81,1980.0,2619.0,20260810,2026-08-10T09:07:03.965041+00:00
ascending_flashmla_bf16_steady_isolated_contiguous_n64_h524288,ok,,ascending,flashmla_bf16,steady,isolated_contiguous,isolated,64,524288,2048,10,30,0.0801599994301796,0.07859200239181519,0.08115199953317642,0.07999146655201912,0.0007933551523369687,227.7147098023514,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,38933136384,41.0,155.81,1980.0,2619.0,41.0,152.96,1980.0,2619.0,20260810,2026-08-10T09:07:04.084844+00:00
ascending_flashmla_bf16_l2-cold_isolated_dispersed_n64_h524288,ok,,ascending,flashmla_bf16,l2-cold,isolated_dispersed,isolated,64,524288,2048,10,30,0.08342400193214417,0.08214399963617325,0.08489599823951721,0.08354559962948163,0.0010668503850516293,218.8052668924612,131072,18253611008,131072,1.0,0.0,150994944,2.88,1152,38933136384,41.0,152.96,1980.0,2619.0,41.0,153.36,1980.0,2619.0,20260810,2026-08-10T09:07:04.184262+00:00
ascending_flashmla_fp8_decode_steady_native_independent_dispersed_n64_h524288,ok,,ascending,flashmla_fp8_decode,steady,native_independent_dispersed,isolated,64,524288,2048,10,30,0.09510400146245956,0.09440000355243683,0.09705600142478943,0.09543786694606145,0.0008776284874727503,191.93315451826973,131072,18253611008,131072,1.0,0.0,85983232,1.64,656,25274089472,41.0,153.36,1980.0,2619.0,50.0,301.85,1980.0,2619.0,20260810,2026-08-10T09:07:04.266824+00:00
ascending_flashmla_fp8_decode_l2-cold_native_independent_dispersed_n64_h524288,ok,,ascending,flashmla_fp8_decode,l2-cold,native_independent_dispersed,isolated,64,524288,2048,10,30,0.08937600255012512,0.0883840024471283,0.09116800129413605,0.08956800028681755,0.0011288036289795259,204.23391612041218,131072,18253611008,131072,1.0,0.0,85983232,1.64,656,25274089472,50.0,301.85,1980.0,2619.0,51.0,429.17,1980.0,2619.0,20260810,2026-08-10T09:07:04.885015+00:00
descending_sglang_q8kv8_steady_independent_dispersed_n64_h524288,ok,,descending,sglang_q8kv8,steady,independent_dispersed,shared,64,524288,2048,10,30,0.07715199887752533,0.07603199779987335,0.07971200346946716,0.07725226630767186,0.0009919914158885667,236.59284624597518,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,579109888,51.0,434.82,1980.0,2619.0,46.0,399.51,1980.0,2619.0,20260810,2026-08-10T09:07:05.503503+00:00
descending_sglang_q8kv8_steady_independent_contiguous_n64_h524288,ok,,descending,sglang_q8kv8,steady,independent_contiguous,shared,64,524288,2048,10,30,0.07446400076150894,0.07360000163316727,0.07683199644088745,0.07472960005203882,0.0009310164992875484,245.13336405952882,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,579109888,46.0,399.51,1980.0,2619.0,45.0,361.11,1980.0,2619.0,20260810,2026-08-10T09:07:05.581671+00:00
descending_sglang_q8kv8_l2-cold_independent_dispersed_n64_h524288,ok,,descending,sglang_q8kv8,l2-cold,independent_dispersed,shared,64,524288,2048,10,30,0.07583999633789062,0.07481600344181061,0.07891199737787247,0.07608853330214818,0.001161344879080355,240.6858107781878,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,579113472,45.0,361.11,1980.0,2619.0,45.0,316.57,1980.0,2619.0,20260810,2026-08-10T09:07:05.703631+00:00
descending_sglang_q8kv8_steady_shared_dispersed_n64_h524288,ok,,descending,sglang_q8kv8,steady,shared_dispersed,shared,64,524288,2048,10,30,0.06326399743556976,0.06281600147485733,0.06451199948787689,0.06344319979349772,0.0006375197202689527,288.53078761882074,131072,18253611008,2048,64.0,1.0,1179648,0.0225,576,579113472,44.0,301.81,1980.0,2619.0,44.0,301.81,1980.0,2619.0,20260810,2026-08-10T09:07:05.810542+00:00
descending_sglang_q8kv8_l2-cold_independent_contiguous_n64_h524288,ok,,descending,sglang_q8kv8,l2-cold,independent_contiguous,shared,64,524288,2048,10,30,0.07347200065851212,0.07260800153017044,0.07692799717187881,0.07404693389932314,0.0024245002393616408,248.4430918499185,131072,18253611008,131072,1.0,0.0,75497472,1.44,576,579113472,44.0,301.81,1980.0,2619.0,44.0,302.19,1980.0,2619.0,20260810,2026-08-10T09:07:05.871359+00:00
